sample	contig	phylum
SRR5207236	k141_2532032	Actinomycetota
SRR5207236	k141_9859149	Actinomycetota
SRR5207236	k141_5195914	Actinomycetota
SRR5207236	k141_4530977	Actinomycetota
SRR5207236	k141_4863703	Actinomycetota
SRR5207236	k141_2864437	Bacillota
SRR5207236	k141_7196526	Pseudomonadota
SRR5207236	k141_3199826	Pseudomonadota
SRR5207236	k141_7861248	Pseudomonadota
SRR5207236	k141_4199022	Pseudomonadota
SRR5207236	k141_6530229	Acidobacteriota
SRR5207236	k141_10193955	Actinomycetota
SRR5207236	k141_4199159	Pseudomonadota
SRR5207236	k141_6196692	Actinomycetota
SRR5207236	k141_5197253	Actinomycetota
SRR5207236	k141_7198002	Actinomycetota
SRR5207236	k141_3534283	Actinomycetota
SRR5207236	k141_2866718	Pseudomonadota
SRR5207236	k141_2534966	Actinomycetota
SRR5207236	k141_3202100	Actinomycetota
SRR5207236	k141_10195496	Actinomycetota
SRR5207236	k141_4533876	Pseudomonadota
SRR5207236	k141_6865770	Pseudomonadota
SRR5207236	k141_9195321	Actinomycetota
SRR5207236	k141_5864665	Actinomycetota
SRR5207236	k141_6199361	Pseudomonadota
SRR5207236	k141_2868567	Pseudomonadota
SRR5207236	k141_7200807	Pseudomonadota
SRR5207236	k141_3869368	Actinomycetota
SRR5207236	k141_1539316	Actinomycetota
SRR5207236	k141_2204357	Pseudomonadota
SRR5207236	k141_2538756	Actinomycetota
SRR5207236	k141_873319	Pseudomonadota
SRR5207236	k141_6202555	Pseudomonadota
SRR5207236	k141_2871349	Actinomycetota
SRR5207236	k141_10532520	Pseudomonadota
SRR5207236	k141_6870682	Myxococcota
SRR5207236	k141_4539049	Actinomycetota
SRR5207236	k141_5537429	Pseudomonadota
SRR5207236	k141_874803	Actinomycetota
SRR5207236	k141_1875350	Actinomycetota
SRR5207236	k141_2873077	Actinomycetota
SRR5207236	k141_9200703	Pseudomonadota
SRR5207236	k141_10201854	Pseudomonadota
SRR5207236	k141_2873428	Pseudomonadota
SRR5207236	k141_2541793	Actinomycetota
SRR5207236	k141_8534914	Actinomycetota
SRR5207236	k141_2208885	Actinomycetota
SRR5207236	k141_5870673	Pseudomonadota
SRR5207236	k141_7870045	Acidobacteriota
SRR5207236	k141_2542141	Actinomycetota
SRR5207236	k141_1876347	Pseudomonadota
SRR5207236	k141_4541042	Pseudomonadota
SRR5207236	k141_3874863	Actinomycetota
SRR5207236	k141_10535391	Pseudomonadota
SRR5207236	k141_10204068	Bacteroidota
SRR5207236	k141_1877982	Actinomycetota
SRR5207236	k141_6540778	Pseudomonadota
SRR5207236	k141_5207733	Pseudomonadota
SRR5207236	k141_3211836	Bacillota
SRR5207236	k141_1546642	Pseudomonadota
SRR5207236	k141_3211998	Actinomycetota
SRR5207236	k141_7540254	Pseudomonadota
SRR5207236	k141_2211624	Actinomycetota
SRR5207236	k141_9872160	Actinomycetota
SRR5207236	k141_5874151	Actinomycetota
SRR5207236	k141_9205104	Actinomycetota
SRR5207236	k141_5874432	Actinomycetota
SRR5207236	k141_9873452	Pseudomonadota
SRR5207236	k141_7210235	Bacillota
SRR5207236	k141_215831	Bacillota
SRR5207236	k141_5543522	Actinomycetota
SRR5207236	k141_4878595	Pseudomonadota
SRR5207236	k141_6544208	Actinomycetota
SRR5207236	k141_1549657	Actinomycetota
SRR5207236	k141_3215571	Actinomycetota
SRR5207236	k141_5876586	Actinomycetota
SRR5207236	k141_8210288	Actinomycetota
SRR5207236	k141_9540733	Actinomycetota
SRR5207236	k141_1215914	Actinomycetota
SRR5207236	k141_1882540	Pseudomonadota
SRR5207236	k141_2216092	Actinomycetota
SRR5207236	k141_9876554	Pseudomonadota
SRR5207236	k141_2217107	Pseudomonadota
SRR5207236	k141_4216324	Pseudomonadota
SRR5207236	k141_5214106	Actinomycetota
SRR5207236	k141_8878164	Acidobacteriota
SRR5207236	k141_2551266	Pseudomonadota
SRR5207236	k141_7879556	Actinomycetota
SRR5207236	k141_2218519	Pseudomonadota
SRR5207236	k141_7547369	Pseudomonadota
SRR5207236	k141_7879709	Bacillota
SRR5207236	k141_9544390	Actinomycetota
SRR5207236	k141_3884316	Actinomycetota
SRR5207236	k141_4550916	Actinomycetota
SRR5207236	k141_555805	Pseudomonadota
SRR5207236	k141_7548507	Actinomycetota
SRR5207236	k141_7217007	Actinomycetota
SRR5207236	k141_10213754	Actinomycetota
SRR5207236	k141_7881640	Pseudomonadota
SRR5207236	k141_8881045	Pseudomonadota
SRR5207236	k141_6884350	Pseudomonadota
SRR5207236	k141_7218022	Pseudomonadota
SRR5207236	k141_7549904	Actinomycetota
SRR5207236	k141_6884798	Actinomycetota
SRR5207236	k141_223595	Actinomycetota
SRR5207236	k141_2555041	Actinomycetota
SRR5207236	k141_3887384	Pseudomonadota
SRR5207236	k141_558016	Actinomycetota
SRR5207236	k141_6218494	Pseudomonadota
SRR5207236	k141_2888194	Pseudomonadota
SRR5207236	k141_1890708	Pseudomonadota
SRR5207236	k141_3888943	Pseudomonadota
SRR5207236	k141_2556822	Pseudomonadota
SRR5207236	k141_9549220	Pseudomonadota
SRR5207236	k141_10549770	Actinomycetota
SRR5207236	k141_1559547	Pseudomonadota
SRR5207236	k141_560155	Pseudomonadota
SRR5207236	k141_6554344	Pseudomonadota
SRR5207236	k141_4556222	Pseudomonadota
SRR5207236	k141_2889943	Pseudomonadota
SRR5207236	k141_10218476	Actinomycetota
SRR5207236	k141_8551239	Actinomycetota
SRR5207236	k141_8551270	Pseudomonadota
SRR5207236	k141_8220262	Pseudomonadota
SRR5207236	k141_8551698	Actinomycetota
SRR5207236	k141_2559345	Pseudomonadota
SRR5207236	k141_6889762	Pseudomonadota
SRR5207236	k141_5222781	Pseudomonadota
SRR5207236	k141_893969	Actinomycetota
SRR5207236	k141_7888039	Pseudomonadota
SRR5207236	k141_5556938	Actinomycetota
SRR5207236	k141_9552524	Pseudomonadota
SRR5207236	k141_7224477	Pseudomonadota
SRR5207236	k141_1562887	Actinomycetota
SRR5207236	k141_10553306	Actinomycetota
SRR5207236	k141_8222920	Pseudomonadota
SRR5207236	k141_1228909	Actinomycetota
SRR5207236	k141_8554483	Pseudomonadota
SRR5207236	k141_7556977	Actinomycetota
SRR5207236	k141_10553951	Pseudomonadota
SRR5207236	k141_2562477	Actinomycetota
SRR5207236	k141_2229444	Pseudomonadota
SRR5207236	k141_5891600	Pseudomonadota
SRR5207236	k141_9890218	Pseudomonadota
SRR5207236	k141_7226865	Actinomycetota
SRR5207236	k141_9555703	Pseudomonadota
SRR5207236	k141_2230419	Pseudomonadota
SRR5207236	k141_9556348	Pseudomonadota
SRR5207236	k141_898145	Actinomycetota
SRR5207236	k141_1898625	Pseudomonadota
SRR5207236	k141_6561648	Actinomycetota
SRR5207236	k141_234740	Pseudomonadota
SRR5207236	k141_2232133	Pseudomonadota
SRR5207236	k141_3565889	Acidobacteriota
SRR5207236	k141_6563199	Pseudomonadota
SRR5207236	k141_2566690	Actinomycetota
SRR5207236	k141_9558798	Pseudomonadota
SRR5207236	k141_3566470	Actinomycetota
SRR5207236	k141_4232388	Pseudomonadota
SRR5207236	k141_8228738	Actinomycetota
SRR5207236	k141_5563783	Actinomycetota
SRR5207236	k141_5564020	Myxococcota
SRR5207236	k141_2899597	Pseudomonadota
SRR5207236	k141_570777	Actinomycetota
SRR5207236	k141_237785	Actinomycetota
SRR5207236	k141_5897629	Actinomycetota
SRR5207236	k141_2235333	Pseudomonadota
SRR5207236	k141_8896058	Pseudomonadota
SRR5207236	k141_8896343	Pseudomonadota
SRR5207236	k141_6232654	Pseudomonadota
SRR5207236	k141_10562833	Bacillota
SRR5207236	k141_3903347	Actinomycetota
SRR5207236	k141_6567746	Pseudomonadota
SRR5207236	k141_5234021	Actinomycetota
SRR5207236	k141_5901612	Pseudomonadota
SRR5207236	k141_7236776	Pseudomonadota
SRR5207236	k141_907275	Actinomycetota
SRR5207236	k141_6903924	Pseudomonadota
SRR5207236	k141_7902028	Pseudomonadota
SRR5207236	k141_907735	Pseudomonadota
SRR5207236	k141_576864	Actinomycetota
SRR5207236	k141_1242056	Actinomycetota
SRR5207236	k141_3242797	Actinomycetota
SRR5207236	k141_6905851	Pseudomonadota
SRR5207236	k141_6238861	Pseudomonadota
SRR5207236	k141_7239592	Pseudomonadota
SRR5207236	k141_9903949	Pseudomonadota
SRR5207236	k141_1244403	Actinomycetota
SRR5207236	k141_6573378	Pseudomonadota
SRR5207236	k141_2909232	Actinomycetota
SRR5207236	k141_5906189	Actinomycetota
SRR5207236	k141_3245058	Pseudomonadota
SRR5207236	k141_4909279	Pseudomonadota
SRR5207236	k141_8904582	Actinomycetota
SRR5207236	k141_1580064	Acidobacteriota
SRR5207236	k141_8239806	Pseudomonadota
SRR5207236	k141_9905795	Pseudomonadota
SRR5207236	k141_6576015	Pseudomonadota
SRR5207236	k141_9907221	Pseudomonadota
SRR5207236	k141_1914366	Actinomycetota
SRR5207236	k141_3247995	Acidobacteriota
SRR5207236	k141_250017	Pseudomonadota
SRR5207236	k141_9573349	Pseudomonadota
SRR5207236	k141_251054	Actinomycetota
SRR5207236	k141_3581501	Pseudomonadota
SRR5207236	k141_8575264	Pseudomonadota
SRR5207236	k141_7578028	Pseudomonadota
SRR5207236	k141_6913605	Actinomycetota
SRR5207236	k141_252684	Actinomycetota
SRR5207236	k141_3916042	Pseudomonadota
SRR5207236	k141_9575886	Actinomycetota
SRR5207236	k141_10576415	Verrucomicrobiota
SRR5207236	k141_1585967	Actinomycetota
SRR5207236	k141_586684	Pseudomonadota
SRR5207236	k141_6580447	Pseudomonadota
SRR5207236	k141_2250645	Actinomycetota
SRR5207236	k141_9911706	Pseudomonadota
SRR5207236	k141_8577069	Pseudomonadota
SRR5207236	k141_7248138	Pseudomonadota
SRR5207236	k141_6581856	Pseudomonadota
SRR5207236	k141_2253506	Pseudomonadota
SRR5207236	k141_8580361	Actinomycetota
SRR5207236	k141_1255478	Acidobacteriota
SRR5207236	k141_8580667	Pseudomonadota
SRR5207236	k141_10248566	Actinomycetota
SRR5207236	k141_8580824	Pseudomonadota
SRR5207236	k141_1923153	Actinomycetota
SRR5207236	k141_4588107	Actinomycetota
SRR5207236	k141_1923837	Actinomycetota
SRR5207236	k141_4255135	Pseudomonadota
SRR5207236	k141_9917215	Actinomycetota
SRR5207236	k141_7918290	Pseudomonadota
SRR5207236	k141_7254152	Actinomycetota
SRR5207236	k141_594100	Actinomycetota
SRR5207236	k141_6587849	Pseudomonadota
SRR5207236	k141_2257921	Pseudomonadota
SRR5207236	k141_9251554	Pseudomonadota
SRR5207236	k141_7920556	Actinomycetota
SRR5207236	k141_6589032	Actinomycetota
SRR5207236	k141_8919388	Pseudomonadota
SRR5207236	k141_8585401	Acidobacteriota
SRR5207236	k141_1595801	Actinomycetota
SRR5207236	k141_5590664	Actinomycetota
SRR5207236	k141_262790	Pseudomonadota
SRR5207236	k141_8586511	Pseudomonadota
SRR5207236	k141_1261816	Gemmatimonadota
SRR5207236	k141_1598318	Actinomycetota
SRR5207236	k141_4261263	Actinomycetota
SRR5207236	k141_3263873	Actinomycetota
SRR5207236	k141_9588692	Actinomycetota
SRR5207236	k141_4261668	Pseudomonadota
SRR5207236	k141_9589639	Actinomycetota
SRR5207236	k141_266980	Pseudomonadota
SRR5207236	k141_8259425	Pseudomonadota
SRR5207236	k141_7925890	Pseudomonadota
SRR5207236	k141_3597601	Actinomycetota
SRR5207236	k141_2264512	Pseudomonadota
SRR5207236	k141_3266199	Acidobacteriota
SRR5207236	k141_6261456	Pseudomonadota
SRR5207236	k141_3931342	Actinomycetota
SRR5207236	k141_5927658	Actinomycetota
SRR5207236	k141_5596358	Actinomycetota
SRR5207236	k141_1602861	Actinomycetota
SRR5207236	k141_6930701	Actinomycetota
SRR5207236	k141_9260013	Actinomycetota
SRR5207236	k141_1268549	Pseudomonadota
SRR5207236	k141_6263772	Bacillota
SRR5207236	k141_6931399	Pseudomonadota
SRR5207236	k141_6931724	Pseudomonadota
SRR5207236	k141_10262487	Pseudomonadota
SRR5207236	k141_10594777	Pseudomonadota
SRR5207236	k141_9262201	Actinomycetota
SRR5207236	k141_2603024	Actinomycetota
SRR5207236	k141_3270613	Pseudomonadota
SRR5207236	k141_3271979	Actinomycetota
SRR5207236	k141_1939203	Actinomycetota
SRR5207236	k141_607486	Pseudomonadota
SRR5207236	k141_2271331	Actinomycetota
SRR5207236	k141_1939821	Actinomycetota
SRR5207236	k141_4604292	Pseudomonadota
SRR5207236	k141_939571	Actinomycetota
SRR5207236	k141_6936855	Actinomycetota
SRR5207236	k141_4605734	Acidobacteriota
SRR5207236	k141_4271913	Pseudomonadota
SRR5207236	k141_8268692	Pseudomonadota
SRR5207236	k141_2273978	Actinomycetota
SRR5207236	k141_9935072	Actinomycetota
SRR5207236	k141_611038	Actinomycetota
SRR5207236	k141_4940036	Pseudomonadota
SRR5207236	k141_6938546	Planctomycetota
SRR5207236	k141_611806	Actinomycetota
SRR5207236	k141_7604318	Acidobacteriota
SRR5207236	k141_1611730	Pseudomonadota
SRR5207236	k141_7604469	Pseudomonadota
SRR5207236	k141_9269527	Actinomycetota
SRR5207236	k141_4941990	Pseudomonadota
SRR5207236	k141_9602242	Pseudomonadota
SRR5207236	k141_1277869	Actinomycetota
SRR5207236	k141_10271208	Actinomycetota
SRR5207236	k141_1945911	Pseudomonadota
SRR5207236	k141_4610578	Actinomycetota
SRR5207236	k141_6274862	Actinomycetota
SRR5207236	k141_2278912	Pseudomonadota
SRR5207236	k141_9272502	Actinomycetota
SRR5207236	k141_2613406	Pseudomonadota
SRR5207236	k141_616656	Pseudomonadota
SRR5207236	k141_8940545	Pseudomonadota
SRR5207236	k141_6611154	Actinomycetota
SRR5207236	k141_617963	Actinomycetota
SRR5207236	k141_10275367	Actinomycetota
SRR5207236	k141_4614127	Pseudomonadota
SRR5207236	k141_8942605	Actinomycetota
SRR5207236	k141_286119	Acidobacteriota
SRR5207236	k141_10277340	Actinomycetota
SRR5207236	k141_8278716	Pseudomonadota
SRR5207236	k141_620385	Actinomycetota
SRR5207236	k141_8610483	Actinomycetota
SRR5207236	k141_6948195	Pseudomonadota
SRR5207236	k141_1952883	Actinomycetota
SRR5207236	k141_1953054	Actinomycetota
SRR5207236	k141_5615763	Pseudomonadota
SRR5207236	k141_8612041	Pseudomonadota
SRR5207236	k141_1622561	Pseudomonadota
SRR5207236	k141_4285213	Acidobacteriota
SRR5207236	k141_4285329	Actinomycetota
SRR5207236	k141_1623450	Actinomycetota
SRR5207236	k141_3620853	Verrucomicrobiota
SRR5207236	k141_7284946	Actinomycetota
SRR5207236	k141_9613375	Pseudomonadota
SRR5207236	k141_1956221	Actinomycetota
SRR5207236	k141_956721	Pseudomonadota
SRR5207236	k141_2956677	Actinomycetota
SRR5207236	k141_9951702	Actinomycetota
SRR5207236	k141_8951342	Pseudomonadota
SRR5207236	k141_9284101	Actinomycetota
SRR5207236	k141_6287860	Actinomycetota
SRR5207236	k141_9284642	Pseudomonadota
SRR5207236	k141_7620608	Actinomycetota
SRR5207236	k141_6622513	Actinomycetota
SRR5207236	k141_10286693	Actinomycetota
SRR5207236	k141_6289932	Bacillota
SRR5207236	k141_6957456	Pseudomonadota
SRR5207236	k141_3627372	Pseudomonadota
SRR5207236	k141_8289252	Pseudomonadota
SRR5207236	k141_2960840	Acidobacteriota
SRR5207236	k141_3627748	Pseudomonadota
SRR5207236	k141_9287502	Pseudomonadota
SRR5207236	k141_5957178	Acidobacteriota
SRR5207236	k141_631752	Pseudomonadota
SRR5207236	k141_7292222	Pseudomonadota
SRR5207236	k141_3628688	Pseudomonadota
SRR5207236	k141_4628312	Actinomycetota
SRR5207236	k141_7624406	Actinomycetota
SRR5207236	k141_9288585	Pseudomonadota
SRR5207236	k141_8956527	Actinomycetota
SRR5207236	k141_1297799	Pseudomonadota
SRR5207236	k141_8623676	Pseudomonadota
SRR5207236	k141_5960233	Pseudomonadota
SRR5207236	k141_1634086	Pseudomonadota
SRR5207236	k141_2965513	Pseudomonadota
SRR5207236	k141_6295959	Pseudomonadota
SRR5207236	k141_2634159	Pseudomonadota
SRR5207236	k141_8627076	Pseudomonadota
SRR5207236	k141_3302783	Actinomycetota
SRR5207236	k141_2302661	Pseudomonadota
SRR5207236	k141_6632044	Pseudomonadota
SRR5207236	k141_2969246	Pseudomonadota
SRR5207236	k141_4635613	Actinomycetota
SRR5207236	k141_10629451	Actinomycetota
SRR5207236	k141_3305516	Myxococcota
SRR5207236	k141_307278	Bacteroidota
SRR5207236	k141_6967649	Actinomycetota
SRR5207236	k141_1972633	Pseudomonadota
SRR5207236	k141_3970812	Pseudomonadota
SRR5207236	k141_2638334	Actinomycetota
SRR5207236	k141_8631603	Actinomycetota
SRR5207236	k141_3971920	Actinomycetota
SRR5207236	k141_9298256	Actinomycetota
SRR5207236	k141_8300603	Pseudomonadota
SRR5207236	k141_973794	Pseudomonadota
SRR5207236	k141_3639827	Pseudomonadota
SRR5207236	k141_1308205	Pseudomonadota
SRR5207236	k141_5303954	Acidobacteriota
SRR5207236	k141_4639830	Pseudomonadota
SRR5207236	k141_5304433	Pseudomonadota
SRR5207236	k141_9301425	Actinomycetota
SRR5207236	k141_645483	Pseudomonadota
SRR5207236	k141_7970280	Actinomycetota
SRR5207236	k141_9634898	Acidobacteriota
SRR5207236	k141_2309978	Actinomycetota
SRR5207236	k141_6639502	Pseudomonadota
SRR5207236	k141_9636212	Pseudomonadota
SRR5207236	k141_10304754	Actinomycetota
SRR5207236	k141_6307751	Pseudomonadota
SRR5207236	k141_9972524	Actinomycetota
SRR5207236	k141_10305432	Pseudomonadota
SRR5207236	k141_9637693	Pseudomonadota
SRR5207236	k141_9305621	Actinomycetota
SRR5207236	k141_1649933	Bacillota
SRR5207236	k141_2981447	Actinomycetota
SRR5207236	k141_2649719	Actinomycetota
SRR5207236	k141_3648623	Pseudomonadota
SRR5207236	k141_3648681	Pseudomonadota
SRR5207236	k141_1318148	Actinomycetota
SRR5207236	k141_320553	Pseudomonadota
SRR5207236	k141_3983678	Actinomycetota
SRR5207236	k141_9310091	Pseudomonadota
SRR5207236	k141_7979992	Pseudomonadota
SRR5207236	k141_4651115	Pseudomonadota
SRR5207236	k141_9311244	Pseudomonadota
SRR5207236	k141_5650147	Pseudomonadota
SRR5207236	k141_9981223	Pseudomonadota
SRR5207236	k141_987442	Actinomycetota
SRR5207236	k141_3653207	Actinomycetota
SRR5207236	k141_2987596	Actinomycetota
SRR5207236	k141_1989595	Pseudomonadota
SRR5207236	k141_4321001	Actinomycetota
SRR5207236	k141_3655288	Pseudomonadota
SRR5207236	k141_1324834	Actinomycetota
SRR5207236	k141_10319729	Actinomycetota
SRR5207236	k141_3993707	Pseudomonadota
SRR5207236	k141_5659721	Acidobacteriota
SRR5207236	k141_5325978	Acidobacteriota
SRR5207236	k141_6325681	Pseudomonadota
SRR5207236	k141_3662146	Actinomycetota
SRR5207236	k141_5660885	Pseudomonadota
SRR5207236	k141_6326594	Actinomycetota
SRR5207236	k141_998866	Pseudomonadota
SRR5207629	k141_1612977	Pseudomonadota
SRR5207629	k141_1613009	Pseudomonadota
SRR5207629	k141_513895	Pseudomonadota
SRR5207629	k141_953924	Pseudomonadota
SRR5207629	k141_1980344	Pseudomonadota
SRR5207629	k141_2273522	Pseudomonadota
SRR5207629	k141_881429	Pseudomonadota
SRR5207629	k141_148661	Pseudomonadota
SRR5207629	k141_881819	Pseudomonadota
SRR5207629	k141_736013	Pseudomonadota
SRR5207629	k141_150913	Pseudomonadota
SRR5207629	k141_1764455	Pseudomonadota
SRR5207629	k141_1985161	Pseudomonadota
SRR5207629	k141_885291	Pseudomonadota
SRR5207629	k141_2058387	Pseudomonadota
SRR5207629	k141_592775	Pseudomonadota
SRR5207629	k141_1106096	Pseudomonadota
SRR5207629	k141_959550	Pseudomonadota
SRR5207629	k141_153235	Pseudomonadota
SRR5207629	k141_1986715	Pseudomonadota
SRR5207629	k141_2134222	Pseudomonadota
SRR5207629	k141_888302	Pseudomonadota
SRR5207629	k141_2134813	Pseudomonadota
SRR5207629	k141_669376	Actinomycetota
SRR5207629	k141_451063	Pseudomonadota
SRR5207629	k141_1698154	Pseudomonadota
SRR5207629	k141_1771455	Pseudomonadota
SRR5207629	k141_305616	Pseudomonadota
SRR5207629	k141_2212476	Pseudomonadota
SRR5207629	k141_1479294	Pseudomonadota
SRR5207629	k141_600004	Pseudomonadota
SRR5207629	k141_2285938	Pseudomonadota
SRR5207629	k141_1626569	Pseudomonadota
SRR5207629	k141_527441	Pseudomonadota
SRR5207629	k141_1187542	Pseudomonadota
SRR5207629	k141_1774270	Pseudomonadota
SRR5207629	k141_454913	Pseudomonadota
SRR5207629	k141_528542	Pseudomonadota
SRR5207629	k141_162088	Pseudomonadota
SRR5207629	k141_895992	Pseudomonadota
SRR5207629	k141_1483197	Pseudomonadota
SRR5207629	k141_311344	Pseudomonadota
SRR5207629	k141_1557917	Pseudomonadota
SRR5207629	k141_2071166	Pseudomonadota
SRR5207629	k141_313173	Pseudomonadota
SRR5207629	k141_1778834	Pseudomonadota
SRR5207629	k141_1046479	Pseudomonadota
SRR5207629	k141_2145771	Pseudomonadota
SRR5207629	k141_240120	Pseudomonadota
SRR5207629	k141_1193939	Pseudomonadota
SRR5207629	k141_168200	Pseudomonadota
SRR5207629	k141_1561312	Pseudomonadota
SRR5207629	k141_2074387	Pseudomonadota
SRR5207629	k141_1048770	Pseudomonadota
SRR5207629	k141_388609	Pseudomonadota
SRR5207629	k141_1488373	Pseudomonadota
SRR5207629	k141_1049520	Pseudomonadota
SRR5207629	k141_1489091	Pseudomonadota
SRR5207629	k141_536152	Pseudomonadota
SRR5207629	k141_1196546	Pseudomonadota
SRR5207629	k141_390792	Pseudomonadota
SRR5207629	k141_1710757	Pseudomonadota
SRR5207629	k141_1051358	Pseudomonadota
SRR5207629	k141_2004246	Pseudomonadota
SRR5207629	k141_1784144	Pseudomonadota
SRR5207629	k141_2151462	Pseudomonadota
SRR5207629	k141_539052	Pseudomonadota
SRR5207629	k141_2298812	Pseudomonadota
SRR5207629	k141_1859141	Pseudomonadota
SRR5207629	k141_100229	Pseudomonadota
SRR5207629	k141_1640513	Pseudomonadota
SRR5207629	k141_100882	Pseudomonadota
SRR5207629	k141_2227754	Bacteroidota
SRR5207629	k141_2154424	Pseudomonadota
SRR5207629	k141_1276133	Pseudomonadota
SRR5207629	k141_1863606	Pseudomonadota
SRR5207629	k141_1425644	Pseudomonadota
SRR5207629	k141_472527	Pseudomonadota
SRR5207629	k141_765846	Pseudomonadota
SRR5207629	k141_1352329	Pseudomonadota
SRR5207629	k141_1499676	Pseudomonadota
SRR5207629	k141_2013258	Pseudomonadota
SRR5207629	k141_767673	Pseudomonadota
SRR5207629	k141_181448	Pseudomonadota
SRR5207629	k141_1501377	Pseudomonadota
SRR5207629	k141_769158	Pseudomonadota
SRR5207629	k141_1868692	Pseudomonadota
SRR5207629	k141_1356463	Pseudomonadota
SRR5207629	k141_1943632	Pseudomonadota
SRR5207629	k141_2090852	Pseudomonadota
SRR5207629	k141_551576	Pseudomonadota
SRR5207629	k141_2091844	Pseudomonadota
SRR5207629	k141_846659	Pseudomonadota
SRR5207629	k141_1873221	Pseudomonadota
SRR5207629	k141_1433724	Pseudomonadota
SRR5207629	k141_40925	Pseudomonadota
SRR5207629	k141_262140	Pseudomonadota
SRR5207629	k141_1874227	Pseudomonadota
SRR5207629	k141_1581238	Pseudomonadota
SRR5207629	k141_481739	Pseudomonadota
SRR5207629	k141_702092	Pseudomonadota
SRR5207629	k141_777518	Pseudomonadota
SRR5207629	k141_118403	Pseudomonadota
SRR5207629	k141_1658677	Pseudomonadota
SRR5207629	k141_778415	Pseudomonadota
SRR5207629	k141_1513158	Pseudomonadota
SRR5207629	k141_1809153	Pseudomonadota
SRR5207629	k141_1368999	Pseudomonadota
SRR5207629	k141_783557	Pseudomonadota
SRR5207629	k141_1150704	Pseudomonadota
SRR5207629	k141_271938	Pseudomonadota
SRR5207629	k141_1738794	Pseudomonadota
SRR5207629	k141_565234	Pseudomonadota
SRR5207629	k141_1006537	Pseudomonadota
SRR5207629	k141_1372864	Pseudomonadota
SRR5207629	k141_1081266	Pseudomonadota
SRR5207629	k141_1960524	Pseudomonadota
SRR5207629	k141_1155182	Pseudomonadota
SRR5207629	k141_1887551	Pseudomonadota
SRR5207629	k141_715082	Pseudomonadota
SRR5207629	k141_421867	Pseudomonadota
SRR5207629	k141_56936	Pseudomonadota
SRR5207629	k141_203950	Pseudomonadota
SRR5207629	k141_59326	Pseudomonadota
SRR5207629	k141_1012186	Pseudomonadota
SRR5207629	k141_1378576	Pseudomonadota
SRR5207629	k141_939956	Pseudomonadota
SRR5207629	k141_1747363	Pseudomonadota
SRR5207629	k141_1089320	Pseudomonadota
SRR5207629	k141_1675999	Pseudomonadota
SRR5207629	k141_1164517	Pseudomonadota
SRR5207629	k141_1383898	Pseudomonadota
SRR5207629	k141_286024	Pseudomonadota
SRR5207629	k141_1826456	Pseudomonadota
SRR5207629	k141_802510	Pseudomonadota
SRR5207629	k141_1243428	Pseudomonadota
SRR5207629	k141_2270822	Pseudomonadota
SRR5207629	k141_1464679	Pseudomonadota
SRR5207629	k141_951662	Pseudomonadota
SRR5207629	k141_291782	Pseudomonadota
SRR5207629	k141_438122	Pseudomonadota
SRR5207629	k141_292489	Pseudomonadota
SRR5207629	k141_1319179	Pseudomonadota
SRR5207629	k141_1759444	Pseudomonadota
SRR5207629	k141_219356	Pseudomonadota
SRR5208282	k141_2385807	Acidobacteriota
SRR5208282	k141_2947181	Bacillota
SRR5208282	k141_4210258	Pseudomonadota
SRR5208282	k141_3087515	Actinomycetota
SRR5208282	k141_1824509	Bacteroidota
SRR5208282	k141_701804	Actinomycetota
SRR5208282	k141_2526204	Actinomycetota
SRR5208282	k141_4069945	Pseudomonadota
SRR5208282	k141_3227993	Pseudomonadota
SRR5208282	k141_561544	Actinomycetota
SRR5208282	k141_2947343	Actinomycetota
SRR5208282	k141_982589	Pseudomonadota
SRR5208282	k141_280898	Planctomycetota
SRR5208282	k141_2105287	Pseudomonadota
SRR5208282	k141_2666761	Pseudomonadota
SRR5208282	k141_292	Euryarchaeota
SRR5208282	k141_2526357	Acidobacteriota
SRR5208282	k141_2105323	Pseudomonadota
SRR5208282	k141_1824706	Pseudomonadota
SRR5208282	k141_1544070	Pseudomonadota
SRR5208282	k141_2947477	Actinomycetota
SRR5208282	k141_280993	Acidobacteriota
SRR5208282	k141_388	Pseudomonadota
SRR5208282	k141_2947485	Actinomycetota
SRR5208282	k141_3228199	Pseudomonadota
SRR5208282	k141_2666818	Pseudomonadota
SRR5208282	k141_3929806	Pseudomonadota
SRR5208282	k141_1544109	Pseudomonadota
SRR5208282	k141_702112	Actinomycetota
SRR5208282	k141_2105442	Pseudomonadota
SRR5208282	k141_140705	Planctomycetota
SRR5208282	k141_4210684	Pseudomonadota
SRR5208282	k141_4070233	Acidobacteriota
SRR5208282	k141_2526598	Actinomycetota
SRR5208282	k141_1684552	Pseudomonadota
SRR5208282	k141_1965236	Pseudomonadota
SRR5208282	k141_982966	Pseudomonadota
SRR5208282	k141_3228351	Pseudomonadota
SRR5208282	k141_2807433	Acidobacteriota
SRR5208282	k141_140766	Pseudomonadota
SRR5208282	k141_3509150	Cyanobacteriota
SRR5208282	k141_982978	Pseudomonadota
SRR5208282	k141_1824910	Pseudomonadota
SRR5208282	k141_2666986	Planctomycetota
SRR5208282	k141_1544259	Actinomycetota
SRR5208282	k141_2246069	Actinomycetota
SRR5208282	k141_4351168	Pseudomonadota
SRR5208282	k141_421639	Bacillota
SRR5208282	k141_1824961	Bacteroidota
